Touch Area (mm²),Pressure (force),Age Group
84,0.47,Child
269,1.39,Teen
477,2.39,Adult
454,2.33,Adult
503,2.62,Adult
470,2.39,Adult
86,0.47,Child
500,2.53,Adult
304,1.67,Teen
133,0.57,Child
115,0.55,Child
511,2.56,Adult
126,0.66,Child
588,3.05,Adult
112,0.64,Child
638,3.12,Adult
79,0.43,Child
263,1.23,Teen
76,0.41,Child
608,2.93,Adult
567,2.74,Adult
125,0.62,Child
243,1.26,Teen
617,3.18,Adult
138,0.75,Child
73,0.4,Child
623,3.07,Adult
110,0.62,Child
76,0.4,Child
117,0.5,Child
117,0.55,Child
538,2.67,Adult
133,0.61,Child
97,0.46,Child
80,0.45,Child
540,2.6,Adult
307,1.5,Teen
123,0.68,Child
114,0.65,Child
539,2.79,Adult
612,3.09,Adult
247,1.18,Teen
600,3.0,Adult
311,1.64,Teen
643,3.06,Adult
140,0.6,Child
113,0.6,Child
134,0.71,Child
84,0.39,Child
528,2.65,Adult
482,2.43,Adult
466,2.42,Adult
479,2.51,Adult
73,0.35,Child
636,3.3,Adult
293,1.37,Teen
312,1.6,Teen
567,2.8,Adult
280,1.52,Teen
504,2.55,Adult
268,1.36,Teen
301,1.5,Teen
456,2.39,Adult
641,3.3,Adult
104,0.47,Child
133,0.71,Child
311,1.56,Teen
287,1.56,Teen
257,1.34,Teen
624,3.21,Adult
73,0.42,Child
521,2.52,Adult
116,0.57,Child
575,2.74,Adult
112,0.55,Child
136,0.61,Child
256,1.37,Teen
117,0.57,Child
646,3.3,Adult
309,1.42,Teen
635,3.17,Adult
290,1.53,Teen
593,2.84,Adult
135,0.73,Child
613,3.01,Adult
121,0.59,Child
75,0.35,Child
620,3.14,Adult
508,2.64,Adult
246,1.3,Teen
329,1.75,Teen
311,1.54,Teen
102,0.5,Child
251,1.14,Teen
110,0.51,Child
87,0.39,Child
562,2.67,Adult
256,1.35,Teen
105,0.46,Child
522,2.68,Adult
317,1.49,Teen
493,2.42,Adult
498,2.54,Adult
79,0.38,Child
77,0.42,Child
100,0.53,Child
286,1.32,Teen
140,0.63,Child
328,1.48,Teen
83,0.37,Child
300,1.48,Teen
241,1.14,Teen
72,0.37,Child
611,3.07,Adult
515,2.49,Adult
120,0.54,Child
136,0.69,Child
253,1.23,Teen
531,2.56,Adult
83,0.38,Child
584,2.99,Adult
137,0.74,Child
271,1.26,Teen
521,2.72,Adult
272,1.26,Teen
534,2.56,Adult
522,2.6,Adult
312,1.7,Teen
325,1.54,Teen
73,0.42,Child
584,3.01,Adult
622,3.09,Adult
538,2.69,Adult
241,1.2,Teen
576,2.85,Adult
507,2.44,Adult
529,2.67,Adult
503,2.5,Adult
124,0.67,Child
635,3.22,Adult
95,0.53,Child
312,1.53,Teen
106,0.59,Child
533,2.67,Adult
118,0.54,Child
276,1.32,Teen
135,0.7,Child
566,2.74,Adult
491,2.37,Adult
298,1.46,Teen
563,2.8,Adult
556,2.91,Adult
126,0.58,Child
88,0.39,Child
139,0.75,Child
72,0.35,Child
119,0.61,Child
72,0.39,Child
116,0.64,Child
260,1.19,Teen
117,0.67,Child
320,1.63,Teen
98,0.42,Child
243,1.3,Teen
93,0.5,Child
83,0.38,Child
239,1.3,Teen
110,0.55,Child
583,3.05,Adult
236,1.1,Teen
106,0.61,Child
503,2.57,Adult
129,0.61,Child
319,1.52,Teen
580,2.91,Adult
88,0.44,Child
576,2.98,Adult
326,1.56,Teen
291,1.51,Teen
315,1.46,Teen
101,0.58,Child
119,0.56,Child
593,2.84,Adult
133,0.57,Child
140,0.75,Child
644,3.25,Adult
286,1.35,Teen
284,1.32,Teen
106,0.58,Child
290,1.53,Teen
252,1.36,Teen
623,3.07,Adult
104,0.48,Child
490,2.53,Adult
552,2.66,Adult
287,1.54,Teen
123,0.69,Child
124,0.7,Child
91,0.46,Child
260,1.33,Teen
591,2.97,Adult
625,2.97,Adult
107,0.52,Child
468,2.33,Adult
84,0.36,Child
113,0.56,Child
130,0.59,Child
140,0.75,Child
86,0.43,Child
100,0.45,Child
98,0.53,Child
272,1.24,Teen
617,3.09,Adult
525,2.7,Adult
91,0.48,Child
140,0.69,Child
616,3.02,Adult
322,1.68,Teen
258,1.29,Teen
140,0.6,Child
580,2.92,Adult
80,0.37,Child
89,0.42,Child
108,0.61,Child
287,1.34,Teen
560,2.85,Adult
541,2.63,Adult
130,0.75,Child
623,3.13,Adult
98,0.43,Child
618,3.19,Adult
290,1.59,Teen
465,2.39,Adult
575,2.88,Adult
230,1.2,Teen
259,1.4,Teen
97,0.49,Child
258,1.36,Teen
122,0.67,Child
92,0.52,Child
105,0.55,Child
102,0.56,Child
129,0.69,Child
235,1.14,Teen
637,3.3,Adult
91,0.52,Child
114,0.58,Child
240,1.23,Teen
297,1.62,Teen
520,2.72,Adult
120,0.62,Child
272,1.42,Teen
528,2.77,Adult
296,1.4,Teen
137,0.75,Child
96,0.44,Child
557,2.79,Adult
252,1.34,Teen
93,0.5,Child
621,3.12,Adult
302,1.57,Teen
521,2.72,Adult
266,1.29,Teen
649,3.14,Adult
135,0.73,Child
80,0.4,Child
109,0.6,Child
325,1.75,Teen
113,0.55,Child
639,3.05,Adult
288,1.48,Teen
260,1.35,Teen
305,1.6,Teen
600,2.91,Adult
470,2.43,Adult
99,0.47,Child
137,0.67,Child
462,2.26,Adult
140,0.62,Child
101,0.52,Child
451,2.28,Adult
518,2.47,Adult
83,0.37,Child
536,2.65,Adult
77,0.35,Child
518,2.47,Adult
126,0.64,Child
644,3.16,Adult
240,1.12,Teen
295,1.59,Teen
96,0.41,Child
323,1.54,Teen
322,1.56,Teen
101,0.53,Child
484,2.5,Adult
545,2.85,Adult
240,1.17,Teen
589,2.9,Adult
510,2.52,Adult
289,1.53,Teen
549,2.79,Adult
477,2.42,Adult
550,2.81,Adult
547,2.68,Adult
80,0.38,Child
481,2.43,Adult
79,0.43,Child
545,2.8,Adult
603,3.15,Adult
260,1.29,Teen
606,3.1,Adult
91,0.43,Child
71,0.39,Child
95,0.43,Child
90,0.44,Child
71,0.35,Child
300,1.43,Teen
276,1.25,Teen
100,0.5,Child
302,1.55,Teen
87,0.41,Child
264,1.37,Teen
561,2.72,Adult
311,1.53,Teen
538,2.6,Adult
479,2.28,Adult
256,1.39,Teen
531,2.61,Adult
95,0.54,Child
96,0.51,Child
239,1.31,Teen
127,0.58,Child
295,1.56,Teen
99,0.46,Child
71,0.35,Child
325,1.6,Teen
537,2.71,Adult
482,2.4,Adult
243,1.29,Teen
246,1.32,Teen
122,0.66,Child
98,0.55,Child
108,0.52,Child
613,3.02,Adult
316,1.56,Teen
82,0.42,Child
510,2.52,Adult
301,1.57,Teen
455,2.23,Adult
104,0.54,Child
276,1.37,Teen
517,2.66,Adult
633,3.28,Adult
300,1.5,Teen
550,2.85,Adult
290,1.49,Teen
586,3.03,Adult
566,2.78,Adult
89,0.47,Child
82,0.36,Child
484,2.38,Adult
276,1.37,Teen
606,2.88,Adult
123,0.67,Child
297,1.4,Teen
283,1.55,Teen
297,1.59,Teen
472,2.44,Adult
283,1.47,Teen
602,3.06,Adult
121,0.59,Child
249,1.22,Teen
595,2.98,Adult
295,1.48,Teen
236,1.16,Teen
495,2.48,Adult
283,1.3,Teen
274,1.46,Teen
320,1.69,Teen
549,2.75,Adult
82,0.36,Child
120,0.64,Child
258,1.27,Teen
288,1.53,Teen
81,0.42,Child
91,0.47,Child
91,0.48,Child
81,0.41,Child
82,0.38,Child
308,1.56,Teen
91,0.41,Child
287,1.34,Teen
327,1.7,Teen
75,0.42,Child
481,2.51,Adult
117,0.6,Child
127,0.61,Child
579,2.88,Adult
587,3.04,Adult
76,0.36,Child
264,1.45,Teen
281,1.4,Teen
264,1.36,Teen
77,0.4,Child
312,1.62,Teen
301,1.62,Teen
518,2.57,Adult
310,1.64,Teen
525,2.71,Adult
532,2.77,Adult
591,3.04,Adult
593,3.01,Adult
473,2.42,Adult
259,1.23,Teen
114,0.58,Child
484,2.36,Adult
122,0.66,Child
105,0.55,Child
485,2.52,Adult
300,1.62,Teen
76,0.38,Child
96,0.43,Child
130,0.58,Child
70,0.35,Child
112,0.5,Child
297,1.53,Teen
94,0.54,Child
283,1.51,Teen
238,1.18,Teen
120,0.58,Child
72,0.35,Child
295,1.49,Teen
478,2.49,Adult
135,0.67,Child
477,2.39,Adult
258,1.33,Teen
70,0.35,Child
247,1.2,Teen
640,3.18,Adult
254,1.31,Teen
76,0.43,Child
81,0.38,Child
291,1.46,Teen
106,0.53,Child
517,2.53,Adult
515,2.55,Adult
527,2.71,Adult
464,2.43,Adult
531,2.72,Adult
273,1.37,Teen
110,0.47,Child
643,3.3,Adult
518,2.68,Adult
525,2.55,Adult
83,0.4,Child
232,1.24,Teen
270,1.37,Teen
596,3.05,Adult
255,1.36,Teen
476,2.48,Adult
230,1.16,Teen
262,1.36,Teen
86,0.38,Child
72,0.4,Child
254,1.23,Teen
138,0.73,Child
328,1.69,Teen
483,2.33,Adult
124,0.63,Child
321,1.75,Teen
525,2.51,Adult
108,0.52,Child
260,1.28,Teen
118,0.52,Child
263,1.33,Teen
550,2.81,Adult
113,0.53,Child
581,3.03,Adult
309,1.44,Teen
269,1.25,Teen
123,0.6,Child
270,1.48,Teen
115,0.52,Child
320,1.64,Teen
459,2.27,Adult
519,2.51,Adult
566,2.79,Adult
139,0.69,Child
514,2.44,Adult
74,0.37,Child
574,2.74,Adult
566,2.74,Adult
246,1.16,Teen
124,0.71,Child
85,0.42,Child
511,2.57,Adult
632,3.3,Adult
482,2.33,Adult
95,0.45,Child
100,0.51,Child
242,1.25,Teen
70,0.35,Child
92,0.51,Child
235,1.24,Teen
313,1.51,Teen
637,3.05,Adult
586,2.91,Adult
85,0.41,Child
305,1.66,Teen
314,1.64,Teen
509,2.56,Adult
330,1.6,Teen
572,3.0,Adult
318,1.63,Teen
127,0.55,Child
581,2.96,Adult
130,0.6,Child
272,1.38,Teen
230,1.1,Teen
274,1.49,Teen
112,0.63,Child
278,1.36,Teen
110,0.61,Child
233,1.25,Teen
107,0.46,Child
542,2.61,Adult
265,1.29,Teen
116,0.59,Child
247,1.29,Teen
94,0.46,Child
642,3.14,Adult
251,1.23,Teen
298,1.38,Teen
276,1.26,Teen
460,2.35,Adult
624,2.99,Adult
575,2.99,Adult
119,0.52,Child
234,1.16,Teen
138,0.67,Child
96,0.49,Child
297,1.58,Teen
453,2.24,Adult
242,1.11,Teen
138,0.62,Child
273,1.45,Teen
231,1.13,Teen
611,3.11,Adult
118,0.67,Child
553,2.69,Adult
131,0.68,Child
109,0.55,Child
96,0.52,Child
271,1.35,Teen
575,2.77,Adult
125,0.71,Child
317,1.59,Teen
262,1.29,Teen
565,2.76,Adult
134,0.63,Child
107,0.58,Child
132,0.57,Child
258,1.27,Teen
106,0.54,Child
278,1.48,Teen
327,1.68,Teen
282,1.53,Teen
280,1.38,Teen
635,3.29,Adult
134,0.61,Child
103,0.51,Child
275,1.44,Teen
255,1.18,Teen
523,2.73,Adult
118,0.63,Child
589,2.91,Adult
493,2.57,Adult
86,0.43,Child
618,3.03,Adult
609,3.14,Adult
233,1.1,Teen
609,2.98,Adult
248,1.3,Teen
563,2.74,Adult
82,0.44,Child
274,1.26,Teen
96,0.48,Child
108,0.6,Child
648,3.3,Adult
316,1.43,Teen
320,1.55,Teen
91,0.45,Child
307,1.38,Teen
456,2.35,Adult
78,0.45,Child
133,0.64,Child
74,0.39,Child
302,1.38,Teen
490,2.47,Adult
71,0.35,Child
546,2.86,Adult
613,3.12,Adult
481,2.39,Adult
486,2.43,Adult
537,2.77,Adult
286,1.46,Teen
509,2.48,Adult
269,1.4,Teen
569,2.83,Adult
115,0.58,Child
94,0.44,Child
543,2.64,Adult
94,0.46,Child
586,2.87,Adult
140,0.6,Child
490,2.55,Adult
477,2.35,Adult
591,3.1,Adult
517,2.64,Adult
257,1.26,Teen
138,0.67,Child
71,0.4,Child
320,1.54,Teen
326,1.72,Teen
516,2.58,Adult
118,0.54,Child
521,2.56,Adult
263,1.18,Teen
260,1.37,Teen
548,2.72,Adult
105,0.46,Child
325,1.75,Teen
502,2.51,Adult
119,0.57,Child
72,0.37,Child
285,1.52,Teen
127,0.54,Child
89,0.46,Child
488,2.41,Adult
580,3.03,Adult
100,0.53,Child
618,3.22,Adult
316,1.62,Teen
125,0.67,Child
78,0.4,Child
75,0.41,Child
263,1.44,Teen
592,3.02,Adult
488,2.54,Adult
78,0.4,Child
114,0.6,Child
464,2.36,Adult
283,1.5,Teen
538,2.8,Adult
274,1.39,Teen
279,1.37,Teen
84,0.46,Child
558,2.73,Adult
461,2.3,Adult
488,2.52,Adult
590,2.94,Adult
98,0.48,Child
330,1.67,Teen
322,1.63,Teen
239,1.25,Teen
262,1.2,Teen
116,0.62,Child
603,2.9,Adult
84,0.47,Child
98,0.49,Child
541,2.67,Adult
452,2.23,Adult
119,0.53,Child
243,1.19,Teen
321,1.7,Teen
528,2.7,Adult
120,0.57,Child
92,0.42,Child
552,2.74,Adult
646,3.11,Adult
76,0.4,Child
543,2.76,Adult
321,1.53,Teen
79,0.35,Child
138,0.72,Child
115,0.64,Child
543,2.84,Adult
470,2.35,Adult
111,0.57,Child
270,1.36,Teen
302,1.51,Teen
492,2.37,Adult
263,1.36,Teen
325,1.54,Teen
292,1.51,Teen
270,1.4,Teen
322,1.51,Teen
575,2.85,Adult
480,2.28,Adult
540,2.82,Adult
232,1.27,Teen
113,0.6,Child
308,1.42,Teen
75,0.35,Child
593,2.89,Adult
80,0.36,Child
478,2.41,Adult
255,1.28,Teen
272,1.39,Teen
265,1.37,Teen
297,1.48,Teen
101,0.48,Child
260,1.41,Teen
310,1.43,Teen
100,0.46,Child
284,1.38,Teen
115,0.59,Child
87,0.47,Child
240,1.29,Teen
131,0.74,Child
330,1.66,Teen
553,2.88,Adult
539,2.69,Adult
281,1.47,Teen
232,1.23,Teen
90,0.44,Child
642,3.08,Adult
123,0.55,Child
529,2.56,Adult
231,1.1,Teen
570,2.76,Adult
267,1.46,Teen
73,0.35,Child
631,3.21,Adult
78,0.39,Child
543,2.74,Adult
102,0.48,Child
261,1.24,Teen
263,1.18,Teen
629,3.28,Adult
293,1.51,Teen
236,1.19,Teen
89,0.46,Child
314,1.63,Teen
233,1.16,Teen
115,0.51,Child
292,1.34,Teen
305,1.6,Teen
96,0.51,Child
582,3.0,Adult
76,0.42,Child
581,2.84,Adult
481,2.32,Adult
249,1.18,Teen
583,2.87,Adult
130,0.69,Child
277,1.52,Teen
588,2.91,Adult
603,2.98,Adult
647,3.08,Adult
230,1.13,Teen
138,0.61,Child
602,3.0,Adult
627,3.26,Adult
289,1.54,Teen
82,0.4,Child
248,1.14,Teen
296,1.37,Teen
618,2.97,Adult
460,2.4,Adult
321,1.45,Teen
573,2.86,Adult
291,1.53,Teen
247,1.14,Teen
252,1.31,Teen
112,0.48,Child
313,1.62,Teen
251,1.19,Teen
233,1.19,Teen
540,2.67,Adult
249,1.19,Teen
125,0.69,Child
271,1.49,Teen
79,0.36,Child
511,2.45,Adult
549,2.78,Adult
114,0.59,Child
269,1.46,Teen
243,1.18,Teen
490,2.54,Adult
277,1.29,Teen
83,0.43,Child
525,2.62,Adult
501,2.56,Adult
118,0.57,Child
269,1.43,Teen
491,2.45,Adult
522,2.73,Adult
507,2.55,Adult
269,1.46,Teen
557,2.72,Adult
78,0.35,Child
543,2.78,Adult
235,1.28,Teen
616,3.16,Adult
84,0.44,Child
115,0.53,Child
325,1.64,Teen
632,3.24,Adult
310,1.64,Teen
297,1.35,Teen
276,1.42,Teen
284,1.41,Teen
479,2.37,Adult
79,0.35,Child
232,1.24,Teen
94,0.45,Child
482,2.43,Adult
121,0.69,Child
302,1.44,Teen
115,0.55,Child
279,1.37,Teen
284,1.31,Teen
129,0.67,Child
294,1.39,Teen
325,1.55,Teen
108,0.49,Child
639,3.05,Adult
283,1.29,Teen
506,2.49,Adult
263,1.27,Teen
327,1.66,Teen
91,0.43,Child
284,1.43,Teen
126,0.61,Child
89,0.49,Child
78,0.35,Child
114,0.65,Child
72,0.37,Child
259,1.22,Teen
235,1.15,Teen
321,1.56,Teen
463,2.32,Adult
134,0.7,Child
242,1.24,Teen
72,0.39,Child
79,0.41,Child
111,0.52,Child
271,1.48,Teen
329,1.54,Teen
234,1.16,Teen
463,2.36,Adult
243,1.1,Teen
472,2.41,Adult
106,0.59,Child
534,2.56,Adult
235,1.1,Teen
129,0.66,Child
96,0.41,Child
120,0.68,Child
76,0.4,Child
300,1.58,Teen
538,2.82,Adult
555,2.71,Adult
109,0.5,Child
514,2.51,Adult
328,1.52,Teen
83,0.38,Child
234,1.1,Teen
587,2.94,Adult
267,1.35,Teen
530,2.69,Adult
94,0.48,Child
245,1.23,Teen
461,2.22,Adult
241,1.16,Teen
78,0.39,Child
254,1.3,Teen
526,2.68,Adult
97,0.55,Child
119,0.57,Child
240,1.17,Teen
459,2.23,Adult
115,0.62,Child
568,2.72,Adult
642,3.29,Adult
91,0.51,Child
97,0.45,Child
478,2.39,Adult
282,1.41,Teen
317,1.53,Teen
479,2.46,Adult
480,2.35,Adult
72,0.37,Child
555,2.81,Adult
122,0.57,Child
500,2.53,Adult
102,0.44,Child
115,0.57,Child
556,2.75,Adult
119,0.55,Child
248,1.33,Teen
97,0.47,Child
110,0.63,Child
230,1.1,Teen
268,1.31,Teen
261,1.28,Teen
648,3.28,Adult
116,0.62,Child
526,2.68,Adult
559,2.86,Adult
230,1.13,Teen
474,2.25,Adult
542,2.79,Adult
299,1.63,Teen
137,0.72,Child
81,0.35,Child
286,1.49,Teen
314,1.47,Teen
136,0.68,Child
261,1.37,Teen
490,2.33,Adult
91,0.4,Child
294,1.43,Teen
603,3.09,Adult
299,1.61,Teen
558,2.8,Adult
257,1.19,Teen
586,3.07,Adult
491,2.45,Adult
283,1.5,Teen
318,1.45,Teen
266,1.21,Teen
115,0.59,Child
285,1.32,Teen
554,2.67,Adult
511,2.52,Adult
596,2.86,Adult
93,0.48,Child
87,0.45,Child
469,2.24,Adult
123,0.7,Child
304,1.63,Teen
80,0.45,Child
255,1.33,Teen
124,0.54,Child
298,1.43,Teen
241,1.28,Teen
485,2.52,Adult
256,1.35,Teen
552,2.8,Adult
300,1.38,Teen
313,1.55,Teen
98,0.49,Child
640,3.09,Adult
98,0.42,Child
97,0.43,Child
102,0.48,Child
641,3.25,Adult
258,1.2,Teen
245,1.18,Teen
592,3.05,Adult
71,0.35,Child
521,2.48,Adult
555,2.87,Adult
80,0.38,Child
238,1.19,Teen
301,1.4,Teen
127,0.71,Child
267,1.42,Teen
562,2.81,Adult
313,1.68,Teen
121,0.61,Child
578,2.94,Adult
315,1.47,Teen
120,0.56,Child
487,2.45,Adult
483,2.5,Adult
624,2.98,Adult
487,2.38,Adult
236,1.25,Teen
531,2.53,Adult
89,0.45,Child
592,2.9,Adult
129,0.57,Child
588,3.07,Adult
77,0.35,Child
536,2.58,Adult
235,1.1,Teen
320,1.56,Teen
121,0.56,Child
574,2.74,Adult
293,1.38,Teen
542,2.69,Adult
637,3.29,Adult
96,0.5,Child
496,2.39,Adult
253,1.24,Teen
79,0.41,Child
452,2.26,Adult
468,2.39,Adult
112,0.53,Child
295,1.49,Teen
485,2.4,Adult
483,2.36,Adult
130,0.57,Child
124,0.6,Child
248,1.15,Teen
483,2.5,Adult
123,0.62,Child
314,1.49,Teen
131,0.61,Child
510,2.42,Adult
112,0.57,Child
253,1.29,Teen
481,2.48,Adult
550,2.76,Adult
273,1.38,Teen
614,3.03,Adult
460,2.24,Adult
327,1.73,Teen
123,0.55,Child
277,1.33,Teen
511,2.5,Adult
99,0.46,Child
132,0.71,Child
603,3.03,Adult
277,1.49,Teen
75,0.39,Child
478,2.3,Adult
551,2.85,Adult
81,0.4,Child
496,2.56,Adult
136,0.69,Child
617,3.14,Adult
231,1.1,Teen
279,1.5,Teen
120,0.66,Child
122,0.57,Child
250,1.2,Teen
230,1.19,Teen
121,0.62,Child
286,1.31,Teen
306,1.52,Teen
257,1.37,Teen
278,1.29,Teen
127,0.63,Child
631,3.19,Adult
279,1.38,Teen
553,2.8,Adult
288,1.43,Teen
80,0.37,Child
534,2.65,Adult
235,1.29,Teen
102,0.55,Child
327,1.6,Teen
76,0.41,Child
93,0.45,Child
123,0.53,Child
80,0.35,Child
295,1.54,Teen
90,0.5,Child
640,3.25,Adult
102,0.58,Child
545,2.71,Adult
258,1.38,Teen
316,1.73,Teen
544,2.7,Adult
328,1.69,Teen
295,1.38,Teen
251,1.35,Teen
321,1.52,Teen
244,1.32,Teen
85,0.45,Child
89,0.38,Child
302,1.43,Teen
610,2.95,Adult
271,1.4,Teen
589,2.88,Adult
276,1.41,Teen
612,3.04,Adult
114,0.56,Child
109,0.56,Child
454,2.32,Adult
253,1.32,Teen
315,1.46,Teen
85,0.45,Child
93,0.52,Child
268,1.27,Teen
529,2.63,Adult
529,2.52,Adult
533,2.54,Adult
542,2.75,Adult
237,1.1,Teen
292,1.34,Teen
84,0.48,Child
95,0.52,Child
517,2.66,Adult
273,1.45,Teen
263,1.34,Teen
132,0.7,Child
454,2.33,Adult
312,1.48,Teen
317,1.54,Teen
114,0.65,Child
524,2.49,Adult
549,2.74,Adult
318,1.46,Teen
630,3.25,Adult
272,1.41,Teen
472,2.32,Adult
321,1.55,Teen
541,2.63,Adult
603,3.12,Adult
257,1.27,Teen
301,1.56,Teen
549,2.76,Adult
124,0.59,Child
78,0.41,Child
311,1.52,Teen
576,2.95,Adult
82,0.47,Child
280,1.53,Teen
604,3.13,Adult
520,2.62,Adult
129,0.6,Child
122,0.68,Child
258,1.41,Teen
140,0.65,Child
246,1.15,Teen
128,0.57,Child
240,1.29,Teen
70,0.35,Child
233,1.22,Teen
124,0.67,Child
544,2.73,Adult
626,3.26,Adult
86,0.37,Child
454,2.21,Adult
247,1.2,Teen
556,2.9,Adult
250,1.15,Teen
128,0.58,Child
536,2.56,Adult
98,0.54,Child
472,2.36,Adult
268,1.29,Teen
86,0.45,Child
478,2.27,Adult
475,2.28,Adult
81,0.38,Child
278,1.4,Teen
487,2.4,Adult
599,2.85,Adult
305,1.49,Teen
81,0.37,Child
253,1.3,Teen
270,1.4,Teen
285,1.45,Teen
106,0.55,Child
496,2.44,Adult
487,2.31,Adult
114,0.61,Child
88,0.38,Child
87,0.37,Child
98,0.56,Child
89,0.42,Child
487,2.44,Adult
110,0.56,Child
313,1.59,Teen
260,1.19,Teen
254,1.23,Teen
114,0.6,Child
472,2.37,Adult
300,1.42,Teen
314,1.67,Teen
103,0.59,Child
113,0.61,Child
93,0.48,Child
322,1.48,Teen
629,3.17,Adult
99,0.53,Child
544,2.68,Adult
85,0.45,Child
248,1.18,Teen
467,2.33,Adult
77,0.42,Child
482,2.47,Adult
277,1.26,Teen
234,1.1,Teen
534,2.63,Adult
105,0.45,Child
636,3.24,Adult
483,2.41,Adult
248,1.23,Teen
555,2.78,Adult
294,1.61,Teen
542,2.81,Adult
102,0.45,Child
457,2.26,Adult
626,3.01,Adult
483,2.34,Adult
531,2.56,Adult
135,0.75,Child
72,0.35,Child
496,2.54,Adult
95,0.54,Child
75,0.36,Child
106,0.51,Child
296,1.57,Teen
75,0.39,Child
235,1.2,Teen
284,1.47,Teen
76,0.43,Child
310,1.63,Teen
574,2.81,Adult
317,1.55,Teen
90,0.4,Child
466,2.41,Adult
596,3.01,Adult
254,1.17,Teen
560,2.85,Adult
266,1.43,Teen
617,3.13,Adult
558,2.8,Adult
479,2.48,Adult
280,1.41,Teen
126,0.67,Child
281,1.3,Teen
535,2.76,Adult
554,2.82,Adult
533,2.56,Adult
289,1.48,Teen
535,2.74,Adult
543,2.79,Adult
287,1.53,Teen
330,1.66,Teen
320,1.48,Teen
306,1.41,Teen
241,1.3,Teen
588,2.99,Adult
519,2.59,Adult
477,2.34,Adult
290,1.36,Teen
282,1.35,Teen
72,0.36,Child
130,0.72,Child
461,2.29,Adult
615,3.16,Adult
636,3.17,Adult
470,2.45,Adult
327,1.75,Teen
648,3.23,Adult
556,2.79,Adult
525,2.75,Adult
558,2.91,Adult
71,0.35,Child
482,2.43,Adult
505,2.46,Adult
313,1.52,Teen
78,0.42,Child
118,0.55,Child
647,3.23,Adult
114,0.53,Child
100,0.54,Child
279,1.32,Teen
231,1.1,Teen
542,2.68,Adult
115,0.62,Child
110,0.56,Child
272,1.49,Teen
116,0.55,Child
512,2.68,Adult
328,1.63,Teen
135,0.6,Child
121,0.62,Child
308,1.69,Teen
124,0.53,Child
237,1.1,Teen
113,0.6,Child
235,1.19,Teen
550,2.72,Adult
295,1.33,Teen
324,1.54,Teen
92,0.42,Child
136,0.75,Child
284,1.48,Teen
125,0.67,Child
495,2.38,Adult
314,1.67,Teen
112,0.64,Child
247,1.16,Teen
73,0.41,Child
605,3.04,Adult
241,1.1,Teen
254,1.24,Teen
78,0.45,Child
114,0.49,Child
297,1.36,Teen
539,2.77,Adult
596,2.93,Adult
525,2.7,Adult
80,0.43,Child
104,0.49,Child
452,2.2,Adult
265,1.2,Teen
309,1.57,Teen
99,0.55,Child
237,1.23,Teen
235,1.23,Teen
251,1.21,Teen
72,0.41,Child
319,1.72,Teen
104,0.5,Child
278,1.27,Teen
630,3.17,Adult
267,1.41,Teen
613,2.99,Adult
585,2.81,Adult
291,1.31,Teen
83,0.4,Child
81,0.41,Child
488,2.32,Adult
112,0.58,Child
74,0.35,Child
513,2.47,Adult
98,0.46,Child
102,0.46,Child
325,1.62,Teen
325,1.51,Teen
508,2.44,Adult
111,0.59,Child
86,0.4,Child
604,2.96,Adult
535,2.59,Adult
74,0.38,Child
110,0.47,Child
328,1.67,Teen
248,1.32,Teen
492,2.42,Adult
527,2.52,Adult
604,3.16,Adult
310,1.65,Teen
471,2.45,Adult
244,1.25,Teen
558,2.81,Adult
73,0.39,Child
509,2.56,Adult
288,1.51,Teen
101,0.48,Child
514,2.64,Adult
485,2.53,Adult
298,1.37,Teen
75,0.42,Child
562,2.69,Adult
525,2.66,Adult
241,1.2,Teen
139,0.67,Child
315,1.71,Teen
257,1.17,Teen
285,1.36,Teen
124,0.53,Child
97,0.47,Child
313,1.44,Teen
309,1.45,Teen
234,1.29,Teen
239,1.12,Teen
301,1.42,Teen
287,1.4,Teen
573,2.76,Adult
113,0.58,Child
573,2.96,Adult
566,2.89,Adult
291,1.57,Teen
289,1.45,Teen
623,2.99,Adult
291,1.39,Teen
482,2.29,Adult
106,0.53,Child
535,2.81,Adult
121,0.69,Child
324,1.56,Teen
251,1.34,Teen
79,0.42,Child
107,0.54,Child
122,0.57,Child
91,0.39,Child
621,3.01,Adult
321,1.52,Teen
70,0.35,Child
123,0.67,Child
327,1.75,Teen
133,0.61,Child
286,1.45,Teen
515,2.58,Adult
116,0.58,Child
254,1.27,Teen
84,0.43,Child
460,2.34,Adult
79,0.43,Child
265,1.24,Teen
100,0.55,Child
290,1.36,Teen
460,2.41,Adult
262,1.29,Teen
264,1.29,Teen
92,0.4,Child
245,1.27,Teen
643,3.21,Adult
284,1.32,Teen
262,1.19,Teen
303,1.59,Teen
284,1.45,Teen
137,0.65,Child
312,1.55,Teen
234,1.17,Teen
327,1.75,Teen
272,1.28,Teen
556,2.73,Adult
618,3.08,Adult
450,2.21,Adult
323,1.59,Teen
297,1.56,Teen
96,0.46,Child
646,3.3,Adult
79,0.4,Child
585,2.99,Adult
330,1.59,Teen
548,2.72,Adult
94,0.51,Child
136,0.61,Child
235,1.1,Teen
477,2.35,Adult
611,3.17,Adult
293,1.46,Teen
328,1.71,Teen
301,1.46,Teen
231,1.24,Teen
131,0.64,Child
499,2.56,Adult
126,0.57,Child
578,2.91,Adult
542,2.82,Adult
508,2.62,Adult
70,0.38,Child
123,0.54,Child
